user_id,session_frequency,session_duration_minutes,engagement_score,days_since_last_login,app_opens_per_day,notification_click_rate,purchases_made,churn_risk_score,age,gender,device_type,subscription_type,cluster,pca1,pca2,segment
U100010,0.9749768542389541,2.669915698870544,8.594497156632457,21.301367314674035,0.2624436705392388,0.0,0,48.30203419326287,24,Female,iOS,Free,2,-3.0008757203824517,0.4414404259507787,Occasional Users
U100011,1.2356065147013724,5.658768612913359,28.36966863821025,11.508403716445736,1.3456363253689614,0.04843589827417232,0,70.57658832634831,51,Male,iOS,Free,0,-2.414959873556922,-0.38614499968678195,Low Engagement / At-Risk Users
U100012,17.925316198283088,22.12996547720177,84.51697193669195,0.7023059993580202,11.858361790186134,0.5747870527481939,5,12.51594969641674,39,Male,Android,Premium,3,4.111516398937451,0.716926950415686,High Engagement Users
U100013,15.915000933568336,41.6772348745053,88.20072472120891,0.27358768478593937,9.894646492383366,0.5919778014922537,3,1.6109644681803132,40,Female,Android,Premium,3,4.355420320010554,0.17439736692822813,High Engagement Users
U100014,12.234340900538692,14.78985061431287,60.1125770803241,2.4160313278143937,4.2303208107161545,0.216908316909277,1,17.161802804198416,59,Male,iOS,Free,1,0.8575467813568938,-0.6345753683555007,Moderate Engagement Users
U100015,4.064242123100595,4.383311622576651,23.62285796777708,12.029092223212693,1.645383557375306,0.06447741684925234,0,54.44266613117049,27,Male,Android,Free,0,-2.072662493357396,-0.29139212976633266,Low Engagement / At-Risk Users
U100016,9.408494303964037,15.942353498764502,62.66565976443998,3.6436188187015666,3.408345008722077,0.36400806541036745,1,35.153562210534,36,Male,Android,Free,1,0.6632948876602852,-0.6075803307055141,Moderate Engagement Users
U100017,3.3209974470004084,2.5515795708180877,30.912860567476315,9.316326168836756,1.004351862677114,0.1151887721795848,0,62.87432426192429,16,Male,Android,Free,0,-2.0860703343449813,-0.5924154996155973,Low Engagement / At-Risk Users
U100018,7.222350829621561,16.946486745712374,55.087709566639475,1.659859689597442,4.6775743569306005,0.3597424729992882,3,28.416674916507677,37,Female,Android,Free,1,1.0890186404145819,0.008852845837744048,Moderate Engagement Users
U100019,10.876048573722043,16.335564913127175,77.30060799152047,2.2177024446526303,5.179487023687155,0.3352498142292197,2,38.41145269882847,59,Male,Android,Premium,1,1.2662986128740068,-0.4186529416075817,Moderate Engagement Users
U100020,15.171515747278498,28.97599428425661,96.82819421951899,0.3536233295645992,8.664556878051522,0.40757365692850567,5,15.164572191597053,30,Male,Android,Free,3,3.6329111366699625,0.6103897522802805,High Engagement Users
U100021,10.755347378664961,17.612663178718133,51.88219712470992,2.769523485246384,4.477111854042982,0.2729461851834365,0,35.6597253794182,51,Female,Android,Premium,1,0.44356528211323576,-0.8919778545573102,Moderate Engagement Users
U100022,22.566285706201278,22.947436727255546,89.3185177307653,0.9350422535802558,7.6994323097052835,0.6479079745198246,4,7.445679834908063,47,Female,Android,Free,3,4.057071097060212,0.3013079407211515,High Engagement Users
U100023,8.830829080440942,14.746318103510744,62.780213464723694,3.4210678623126096,4.879309855084151,0.3298151067785645,1,43.5048110370597,64,Female,Android,Free,1,0.5727280850381302,-0.6174505180694032,Moderate Engagement Users
U100024,9.464170273618686,11.164445204884927,69.83927097942403,1.6127698498678456,3.92513171789909,0.2473820067190457,0,33.394655212649084,28,Female,Android,Premium,1,0.3583792550813412,-1.176542680215198,Moderate Engagement Users
U100025,10.810284163084091,14.428777488397813,61.453922154033506,2.3518299393463677,4.178589878308827,0.33546022637400535,2,31.844214921472712,56,Male,Android,Free,1,0.9611503220250789,-0.3473046235244715,Moderate Engagement Users
U100026,1.3440529442558466,3.635280439933462,8.10657501328348,23.986017756391696,0.31397689954564634,0.011530442023849966,0,53.17018013443741,61,Other,Android,Free,2,-3.0813517713688556,0.6511227034450083,Occasional Users
U100027,2.9647264918084737,7.41926448017541,26.088556991598473,11.50881090724101,1.1225740720642803,0.07321914190118503,0,75.59353365581427,38,Female,Android,Free,0,-2.33663882993846,-0.3589654715686683,Low Engagement / At-Risk Users
U100028,2.91614024623857,6.398897311720093,25.17684553855033,10.588534530296858,0.9582311161943976,0.11600644858352929,1,81.15870558827702,26,Male,Android,Premium,0,-2.207852634321248,-0.1104940598299831,Low Engagement / At-Risk Users
U100029,2.1674340730307686,6.367195619364288,23.99802443564937,15.890534470318432,1.1182393436035678,0.14714197896494272,0,64.84055132686274,19,Male,iOS,Free,0,-2.2812723731248816,-0.020404199796058838,Low Engagement / At-Risk Users
U100030,3.0908913101720126,4.122800229985504,28.10554659825297,10.544846905064293,0.9239966447292502,0.12656506571253087,0,74.9662396519475,57,Female,iOS,Free,0,-2.2883804275064366,-0.48655190947897564,Low Engagement / At-Risk Users
U100031,9.564915645043447,14.16783475394116,62.092641642761336,1.8009989195154537,4.284219002366637,0.31221672603455347,6,16.676956734798722,38,Male,iOS,Free,1,1.7526113690650136,0.9753440148299773,Moderate Engagement Users
U100032,13.522263077436502,25.978009903085532,95.75444140546932,1.5170944628953058,9.524921516489133,0.516477221349983,1,9.69039915271039,22,Female,iOS,Free,3,3.1196268854921168,-0.6616554439402031,High Engagement Users
U100033,21.07668641122094,31.614203206220918,79.22419057760845,0.056342817280428004,8.187139379649915,0.6073705559747049,7,5.509099629773546,41,Male,Android,Premium,3,4.644030046497709,1.4196871866859748,High Engagement Users
U100034,2.6106866473920576,4.977925613955938,28.906396247560235,12.476105244788787,1.0729182902350598,0.24859151730349344,0,64.46375869785938,30,Female,Android,Free,0,-1.9253033576012124,-0.3242466949845707,Low Engagement / At-Risk Users
U100035,7.046588978662145,13.676916942152793,66.29612550439035,3.655208837565831,4.646436787845107,0.2585744692373693,1,32.00161654492743,57,Female,Android,Premium,1,0.4760647025945036,-0.6262934958488234,Moderate Engagement Users
U100036,1.3974887615103646,4.4595749200392225,17.5032106721039,27.65149735030359,0.3761916062970242,0.07824735464249052,0,58.53503654343302,64,Female,Android,Free,2,-2.9764126693034383,0.8681176487605932,Occasional Users
U100037,0.9838994427361917,3.37652328264378,19.18952785524828,30.182158908970166,0.22350959467676446,0.08640288564550916,0,60.977868056235536,59,Female,Android,Free,2,-3.1298050241232898,1.025328950176126,Occasional Users
U100038,1.3366084148508304,3.1740153847190675,13.315876725983651,30.867797443095878,0.4503554500393816,0.08449466493642871,0,74.39313406637142,40,Female,Android,Premium,2,-3.3938127643722633,1.0969716478346563,Occasional Users
U100039,8.377940324924026,13.86862400542568,64.54532145450011,3.693752363451523,3.9279969277481825,0.2862898574023547,1,20.691095906164712,24,Male,Android,Premium,1,0.6750418000325422,-0.6064198399904956,Moderate Engagement Users
U100040,1.0871604087563305,3.8433901841663145,12.287077962758563,22.85623752944509,0.3555727012542087,0.029731003928320475,0,62.353904423648416,59,Male,Android,Free,2,-3.0902407508618213,0.5289943829527309,Occasional Users
U100041,8.565562947311722,13.783501334973835,56.180806362726656,2.8723235219219383,3.990465570090354,0.32570690723665235,2,31.14873311991948,55,Female,Android,Free,1,0.6898230405032554,-0.2949904919303811,Moderate Engagement Users
U100042,16.688971195067335,23.619878749227027,94.25017934512587,1.4652593337732092,6.79698077342116,0.5608876930398838,3,6.290409465446816,45,Female,iOS,Free,3,3.3679600132627034,-0.05761796066680543,High Engagement Users
U100043,3.880382406149301,8.543142067299826,35.661506682425724,3.100680854633934,1.5002663460685708,0.08032090828457565,0,65.4574377623901,26,Male,iOS,Free,0,-1.6441409490772705,-1.005981070542753,Low Engagement / At-Risk Users
U100044,2.482298256623378,5.069613532130596,24.454862545371,12.666242625762242,0.9479889625722451,0.24859151730349344,0,66.9631951986926,35,Male,iOS,Premium,0,-2.0477032512850664,-0.2888218381598697,Low Engagement / At-Risk Users
U100045,1.2109432617791678,2.9945248060425866,17.823543991153706,39.904276580996395,0.3873606017245541,0.05242595637977417,0,48.737598268070116,31,Female,iOS,Free,2,-3.3236752020627645,1.780301466975436,Occasional Users
U100046,8.824420832356877,15.397672028707387,57.50875626447336,2.4109131761708382,3.6225714599943295,0.32089084012267105,0,33.335717172627994,57,Female,Android,Free,1,0.3796663418509026,-1.004554368848809,Moderate Engagement Users
U100047,7.632727143888744,8.97964427196899,52.68318453072113,2.9721582973743543,4.809816271552684,0.30475625186955985,0,31.603572209588442,19,Male,iOS,Premium,1,0.1385775224725493,-0.980191331247188,Moderate Engagement Users
U100048,3.1592456961575115,5.942258972168408,26.076111752919452,9.548758949596108,1.0366910896407369,0.1589532970493051,1,79.94158626732455,25,Female,Android,Free,0,-2.0521301375156726,-0.19594945581062861,Low Engagement / At-Risk Users
U100049,12.018290056995312,17.082644355230435,64.31770440119627,2.272363401345627,4.400355419816033,0.3790804654717513,1,18.4768829374931,34,Male,Android,Free,1,1.3045959276197348,-0.6493707854992403,Moderate Engagement Users
U100050,9.928445082586034,11.912579574337679,60.61871895249202,3.049999887593826,2.869274186904514,0.31797138490190235,1,32.28713577720496,47,Male,Android,Free,1,0.44040022615768143,-0.6905715184460609,Moderate Engagement Users
U100051,1.347185113104074,5.061553240149733,20.362572694083077,16.56699385349496,0.3451224815520394,0.088266128335589,0,59.49729778682544,42,Male,Android,Free,0,-2.5685339070779865,0.026236966711747134,Low Engagement / At-Risk Users
U100052,16.300093801103557,20.375894399142425,78.95807689224338,0.8202909279676593,12.164006795492483,0.4653365758269324,4,15.850934763542135,22,Male,Android,Free,3,3.4822377075474225,0.40234759019189736,High Engagement Users
U100053,1.2355880040462874,2.9455186169911256,19.88474804963265,23.48382800656448,0.49231818463812815,0.11655142038167489,0,63.05149279559765,26,Female,Android,Premium,2,-2.8496540007059745,0.5185202671713158,Occasional Users
U100054,8.05574127036578,17.407366685733507,59.295934602607474,2.304141922688752,4.951853155674785,0.20995149872366414,1,20.791916870331924,34,Female,iOS,Free,1,0.7075478692636681,-0.6117700687582354,Moderate Engagement Users
U100055,0.9135001501511477,2.5782891848520153,12.299558074521864,42.31305990948941,0.3346245229460509,0.09070131454765114,0,66.91702941017894,53,Female,Android,Free,2,-3.703717879379473,1.958489789903922,Occasional Users
U100056,1.9612629748431964,7.357861220456106,28.335309980924794,11.409461376532992,1.074773431664117,0.16918536709391718,2,78.58769924407689,17,Male,iOS,Free,0,-1.8932317104110328,0.280931726807838,Low Engagement / At-Risk Users
U100057,1.0363687122255374,3.9443457922803744,10.037531693715659,34.80560318761488,0.4077421014669763,0.021323427042029497,0,58.99823943955302,41,Female,Android,Free,2,-3.458748515216208,1.4435116608689327,Occasional Users
U100058,1.3552561477980432,4.859827287564415,14.594132230362163,37.446396646589584,0.1746948754808752,0.06179935906444528,0,47.48542396141984,45,Female,iOS,Free,2,-3.2070828851358484,1.6349571690643576,Occasional Users
U100059,10.630710360724683,14.065122387027532,56.98339148329508,2.409611691672996,4.303653744718798,0.33587900194205517,3,20.135125061102553,23,Male,Android,Free,1,1.2263086904204676,0.037428140927567195,Moderate Engagement Users
U100060,16.154982730645564,36.109489657591126,75.92590894407483,0.0,9.548597781191962,0.5944117860917967,2,18.27455197743637,23,Male,iOS,Free,3,3.580407961965182,-0.20444272789105764,High Engagement Users
U100061,17.40389399021732,27.547643237334302,76.60827192587308,0.0,8.279997061732379,0.5640196605151385,1,0.0,33,Female,iOS,Free,3,3.278765365327299,-0.6412878839319563,High Engagement Users
U100062,8.482092696703457,20.667080226416463,50.75992881943735,2.1631228434392242,4.133086559410057,0.32803798203901074,0,20.320635118611357,43,Male,Android,Premium,1,0.7123309307788136,-0.8909762918306406,Moderate Engagement Users
U100063,2.684280051648117,7.84483419734545,19.886222614161525,8.027352683300952,1.5636625942387892,0.16624684145148844,1,49.71402902476807,38,Male,iOS,Free,0,-1.536860329542844,-0.19409893533997497,Low Engagement / At-Risk Users
U100064,3.588995322925382,4.885446685610192,29.43893761377012,5.61677836927857,0.9534366575534495,0.02782847190826053,0,65.56040474344296,18,Male,Android,Free,0,-2.114552326638613,-0.8340772276553713,Low Engagement / At-Risk Users
U100065,7.606794345865741,16.411812316190787,48.98715059900125,2.6842139288175026,2.744967713539074,0.2748346121556416,2,35.933951180742966,25,Female,Android,Free,1,0.318160147488372,-0.272960550825475,Moderate Engagement Users
U100066,9.31117467937737,12.978953502870425,65.88908227606906,1.1677385427150104,3.621172483597428,0.26319378797235027,0,15.846807068202775,52,Female,Android,Free,1,0.6242884590314943,-1.1466913258282287,Moderate Engagement Users
U100067,11.715038236856445,17.684009546812096,57.26672159380042,2.801174609696875,2.4672471831971565,0.3780586318482907,3,26.244678897820958,51,Female,Android,Free,1,1.189997531250248,0.05672812037243272,Moderate Engagement Users
U100068,0.877569505109068,5.950196231906236,18.302951989630568,33.60897955893236,0.5195041150180175,0.12335925249729196,0,63.242168371048365,30,Male,Android,Free,2,-3.0973451296506695,1.3184014024436956,Occasional Users
U100069,1.2179791137508416,3.994412874512145,20.018878808041336,13.39966269110796,0.5511276558869405,0.07322748087473985,0,52.451140292948764,17,Male,Android,Free,0,-2.4199302578382036,-0.2052158807560593,Low Engagement / At-Risk Users
U100070,9.777211018431922,18.108130623245287,55.00901443248101,1.3431090387857254,4.957463466760234,0.24238034471540285,3,25.168732895881877,33,Male,iOS,Free,1,1.1319190920076465,0.024413352311127942,Moderate Engagement Users
U100071,6.915537188400904,11.073880911776534,61.713974307832565,1.904136128312542,3.329476889090536,0.25153908187437846,0,19.052087426816826,17,Female,Android,Premium,1,0.2379530581414258,-1.1082761899391507,Moderate Engagement Users
U100072,1.2215414929157402,2.7729188017314255,20.662134128016426,22.339472436169174,0.2518870804824603,0.036073546164236664,0,52.012599574388524,31,Male,Android,Premium,2,-2.833699055051637,0.4399417918833531,Occasional Users
U100073,7.107371818403654,18.394286663446646,59.20014153542213,1.4818097900296334,5.592337178631991,0.26293078224561073,1,25.347010444199306,37,Male,Android,Free,1,0.8195041686205391,-0.6585027594994006,Moderate Engagement Users
U100074,1.229907362019869,4.302176108268185,22.56371700123646,38.705941605580335,0.33446185758451025,0.023496703069575756,0,57.38449819974252,25,Female,Android,Free,2,-3.3659937713547388,1.6635932498393908,Occasional Users
U100075,1.211423870022552,4.248965243096017,14.253761048243115,32.03975505667196,0.288457119432349,0.005122819476710158,0,53.127670840014915,50,Male,iOS,Free,2,-3.2524721183262915,1.2216203000868586,Occasional Users
U100076,2.3900056301477512,6.045033064423248,32.06546802053181,6.894981774084177,0.9947506664861331,0.14775442587062276,1,67.79502156438873,43,Female,Android,Free,0,-1.775981641084266,-0.41520416264088306,Low Engagement / At-Risk Users
U100077,19.534567928869112,36.08254922406352,88.87501759745182,0.5264971540928135,8.504599469552515,0.582968950681063,4,0.645492195343933,24,Male,Android,Premium,3,4.3863432968391285,0.444778215561941,High Engagement Users
U100078,7.893378307377501,11.31255368141805,55.96718462457906,2.6928837797896215,3.4372185263837283,0.3029092773624922,0,22.912995587701964,29,Female,iOS,Premium,1,0.2558565231581383,-1.0126797310722788,Moderate Engagement Users
U100079,13.215630595801507,23.447874326071336,85.09903073457384,1.4806546937724765,10.849839728504014,0.6558058663014901,3,7.735847006898458,51,Female,iOS,Premium,3,3.653530959484596,0.07461606963201188,High Engagement Users
U100080,8.096806169127,16.56805188465791,64.15655817597634,1.9895085939386288,3.8508732752371344,0.2696100875907902,0,42.91993789547375,31,Female,iOS,Premium,1,0.26460551125904286,-1.073273475182295,Moderate Engagement Users
U100081,7.540553343009599,12.961856876251424,58.35259498632782,2.632766037972631,3.4424826334659135,0.2884992841284947,0,31.411640327891163,24,Male,iOS,Free,1,0.17241004926273987,-1.0262546182842953,Moderate Engagement Users
U100082,3.3616012521912166,5.473080039180336,50.128720369208764,11.093570534366615,0.576374416429967,0.10751398531072,1,72.15889113943832,17,Female,iOS,Free,0,-1.8122852642524399,-0.23015467530635086,Low Engagement / At-Risk Users
U100083,3.0035069717068663,5.288181004481533,23.406267414535314,9.084972943037926,1.2337216979035013,0.16452982559692847,0,62.311620379571785,19,Male,Android,Premium,0,-1.9779441452073758,-0.5288351464403697,Low Engagement / At-Risk Users
U100084,3.975071696172823,6.260809532822249,37.51339123192835,18.568745070949063,0.950246736833888,0.060951907031373244,0,68.52550770295151,18,Male,Android,Free,0,-2.32119872583128,0.09603753647807454,Low Engagement / At-Risk Users
U100085,1.1133867139891371,3.7190720955210104,1.566008845816036,24.09703319676134,0.5469300551542833,0.028045183796612597,0,50.89517951515473,33,Male,Android,Premium,2,-3.0934872264043287,0.7079824007979495,Occasional Users
U100086,3.8235557877995996,4.833550818715043,26.524155056612692,15.107294390591449,1.1495077338705137,0.18134352274678367,0,62.51869249526396,40,Female,Android,Free,0,-2.0712512857434233,-0.1028681234631541,Low Engagement / At-Risk Users
U100087,0.9765519420201896,4.036338637889173,10.787997078343434,14.970640366542714,0.41530469075207066,0.062282755799946125,0,65.15183859379272,59,Female,Android,Premium,0,-2.8324863584959354,-0.05337575633836982,Low Engagement / At-Risk Users
U100088,2.527721981780543,6.362898312775685,28.766492393958973,12.554675403910608,1.4138591898188855,0.19989620767162203,0,54.151485855206886,59,Female,Android,Premium,0,-1.795337715600297,-0.27663182658326546,Low Engagement / At-Risk Users
U100089,18.966983877299864,28.094587567757735,90.36553415668608,1.5102850784109938,8.082635869432874,0.5187421237273637,0,0.7875836138622887,48,Male,Android,Free,3,3.242179812099872,-0.9422150458561819,High Engagement Users
U100090,18.13259618588171,36.07155512757783,91.40064808742328,0.8489992221468099,8.965292382445984,0.5437027372720447,5,0.8185844030420677,59,Male,Android,Premium,3,4.464837653597469,0.7973208101019079,High Engagement Users
U100091,1.2440419734991632,3.4576876153601894,14.721140956955578,28.372967203977062,0.25002202152320224,0.0,0,64.8817921730097,46,Other,Android,Premium,2,-3.3419184319683675,0.9173531992203021,Occasional Users
U100092,23.223594835547573,33.09083519181672,91.1488822180561,0.28181202859184873,7.099926720548292,0.5834780864319986,8,0.0,16,Female,iOS,Free,3,5.051853348613948,1.7092640301798674,High Engagement Users
U100093,3.930404587031833,7.298982306423994,27.637725360575914,10.870198364898233,1.2322886028502515,0.04167073582020162,0,70.5966774717139,25,Male,Android,Free,0,-2.219853297872808,-0.4027279805297489,Low Engagement / At-Risk Users
U100094,11.10889801027118,14.456302115554386,54.14984938690979,2.532904704254457,5.888792138355433,0.2980933215671915,1,28.962423095127896,22,Female,Android,Free,1,0.868156881599934,-0.5788110795072988,Moderate Engagement Users
U100095,14.17884404591032,21.37660439996683,95.45937485777436,0.5634373703983526,7.968684385560963,0.42645295545506734,4,2.9314019986845308,55,Female,Android,Free,3,3.2709764267854897,0.2071000317035322,High Engagement Users
U100096,3.1556124239563244,6.266911466288046,35.38669189727454,5.90704220665353,1.3848114504697113,0.08835036175941322,1,65.55273301151837,27,Male,Android,Free,0,-1.6882159164048718,-0.48928382472569043,Low Engagement / At-Risk Users
U100097,6.683962769641115,13.881230898705462,59.96038981327446,2.505169689253755,3.747083818548683,0.30743708203476894,1,31.17375188426692,40,Female,Android,Free,1,0.4189539791757058,-0.6941115126223737,Moderate Engagement Users
U100098,11.25217923277619,13.264072719540103,61.80234679470907,2.4726310230478084,4.24564358557251,0.2261174702879326,1,31.3447072518535,58,Female,Android,Premium,1,0.582903858245027,-0.6832249284421459,Moderate Engagement Users
U100099,3.070736462567727,3.773436874122586,30.60759905158717,8.741990919867206,0.8798100942615135,0.0853678919893302,0,60.532255870232895,57,Female,iOS,Free,0,-2.084638420265577,-0.6187022767660253,Low Engagement / At-Risk Users
U100100,16.631113298798915,37.95386693945356,87.07134595637936,0.008665052988014676,9.735444653943954,0.6263960055870348,9,3.159928048669233,25,Male,Android,Free,3,5.280593821413614,2.1381646373728125,High Engagement Users
U100101,9.256550074686457,13.92296960801763,57.934163568622104,2.4072113784087628,3.2920577026889313,0.38491831827630296,0,64.93381025284533,52,Female,iOS,Premium,1,-0.01220047658859009,-1.0802342172552348,Moderate Engagement Users
U100102,2.6532850233262453,6.24635352730791,20.07854125866671,17.906603491548655,0.8503256299556945,0.20428871784611874,1,74.50792945675603,34,Male,Android,Free,0,-2.2686978716233046,0.4692901475572069,Low Engagement / At-Risk Users
U100103,2.7110997671462447,4.6752345422318715,22.234280402575337,19.2188895723785,1.3391682690758253,0.04812752074474608,1,66.03570377265487,36,Female,iOS,Free,0,-2.459441537325012,0.5661355042055902,Low Engagement / At-Risk Users
U100104,2.8770520404350637,6.03097615779749,21.479695189902674,5.0199352917411915,1.2024286937720507,0.055432878774377706,2,75.21138889110289,46,Male,Android,Free,0,-1.938754981128775,-0.15419802159929932,Low Engagement / At-Risk Users
U100105,2.8022736828786794,7.483073457663583,36.79594510195324,12.893714946870041,1.547281533446874,0.12260825656371356,0,78.08206439638838,32,Male,Android,Free,0,-2.131261573893035,-0.316570725112068,Low Engagement / At-Risk Users
U100106,2.8157730444742404,4.687849048740791,30.220983119701536,8.045605273374209,1.3766607916577034,0.1510495482695219,0,69.72080656223986,16,Female,iOS,Free,0,-2.001630343230688,-0.6632338286168621,Low Engagement / At-Risk Users
U100107,11.645803178310398,18.85154452544137,53.857581627059076,2.616170587517638,3.1553420479218532,0.334509665031019,1,46.68386701169906,36,Male,iOS,Premium,1,0.5455102564709265,-0.6105046485285683,Moderate Engagement Users
U100108,3.2722723448599775,4.57933234634107,45.53563595459599,12.42539301453881,1.1860618499304676,0.18471950108321272,0,59.69637520476009,44,Female,Android,Free,0,-1.7131480662278045,-0.4201166425662407,Low Engagement / At-Risk Users
U100109,17.303031287447613,29.646492267033814,88.6466659369459,0.8113639453781731,6.356830328966083,0.6256821344434917,7,13.907236771246692,49,Male,Android,Free,3,4.173254024255168,1.3249005687067352,High Engagement Users
U100110,12.477483950770743,11.912579574337679,61.56306889517071,3.9935688641261295,4.590802119689618,0.3209691798596747,1,14.152444409373288,50,Female,iOS,Premium,1,1.0366050070548245,-0.5485198166377604,Moderate Engagement Users
U100111,2.963823679426719,7.338216483462209,30.46291875748255,15.026460964838495,1.1425383570261562,0.14847926295249358,1,75.87368843793195,18,Female,Android,Free,0,-2.078260701943958,0.2108540672047348,Low Engagement / At-Risk Users
U100112,3.0603371514629685,7.958256620237062,33.11101040349931,13.548340289207761,0.748895426310958,0.056952837652258614,0,65.64296128819585,19,Female,Android,Free,0,-2.2085671678710317,-0.23639285094367254,Low Engagement / At-Risk Users
U100113,2.7892159046967775,5.904360215491472,29.24765853464552,7.60212164707438,1.2233960900755105,0.1882833609912038,1,66.91804948562563,55,Female,Android,Premium,0,-1.6998715166328675,-0.33990939675716375,Low Engagement / At-Risk Users
U100114,0.9777279736776924,4.51925158696446,1.1684950868885302,7.056757300589073,0.40236181431381984,0.047692918967778226,0,56.73088142517452,51,Male,Android,Premium,0,-2.606420780474891,-0.5674393445896225,Low Engagement / At-Risk Users
U100115,0.9859137022571312,3.2250892082497056,14.585616442799804,26.848712553985322,0.34828602143088233,0.09488501303871354,0,52.15888110973483,53,Male,Android,Free,2,-2.9330480528133362,0.8185496792825036,Occasional Users
U100116,19.63047292588529,30.237935820242214,93.85375635699032,0.6851193134979139,8.902509304217057,0.6259928138692555,7,1.1107864911866274,52,Female,Android,Premium,3,4.877247916160324,1.3783252814338116,High Engagement Users
U100117,2.6878012474324677,5.52809154021165,39.054426602019774,8.80910472115007,1.4065458324471782,0.1293025362270532,1,63.77973766496205,40,Female,Android,Free,0,-1.6713948930511524,-0.30347437979226183,Low Engagement / At-Risk Users
U100118,10.12506523890895,12.877851821475833,61.6265577833815,1.1933515919000803,3.775584455089395,0.3041528101440738,2,39.00575536856088,58,Female,Android,Free,1,0.6963360519997158,-0.4745131297008683,Moderate Engagement Users
U100119,1.319138348329875,5.032692356276782,9.10931983433002,41.72744853467666,0.2914425408270432,0.06258856485004087,0,47.78216113158869,54,Female,Android,Free,2,-3.403576997567088,1.992764904970866,Occasional Users
U100120,3.002082677043892,6.200813143734602,35.93744949510036,12.245331189864244,1.1780589550652156,0.1304057199460893,0,72.57139018299397,53,Male,Android,Free,0,-2.0987745343728825,-0.3745069046246115,Low Engagement / At-Risk Users
U100121,16.735075687971275,39.36082354171925,80.31306194320781,0.619293380194017,7.801004994325384,0.536552071586992,5,8.238686404793325,27,Female,iOS,Free,3,4.094284494499352,0.8424910769402852,High Engagement Users
U100122,3.013581485174687,6.733322173275564,30.92793379796477,9.0559944635304,1.1508820231748595,0.12285434922262174,0,75.41196753110201,62,Female,Android,Free,0,-2.108620546658268,-0.5805865496435398,Low Engagement / At-Risk Users
U100123,2.7475310641923727,5.924008737166395,34.91722842137875,8.479771063382453,1.454048995237234,0.10668533106987141,1,65.88247655451589,29,Male,Android,Premium,0,-1.7716832724537404,-0.29911440105390685,Low Engagement / At-Risk Users
U100124,8.29856723214079,15.323405266181473,56.11252393678772,2.9184849317117028,3.907352185975724,0.2053026934189755,1,42.605837730273215,62,Female,Android,Free,1,0.14291745497092934,-0.6265303146589837,Moderate Engagement Users
U100125,10.907588983753488,11.289829060726355,63.44800017418702,2.7621878391301182,5.953307754624005,0.3113042132167149,2,29.689359982260857,53,Male,iOS,Premium,1,1.0590923707922688,-0.3186804457701563,Moderate Engagement Users
U100126,6.928805870150107,12.797642071692726,47.83187974520945,2.2808015483279545,2.960483060279727,0.2563749049421953,2,41.44976632200107,63,Female,iOS,Premium,1,0.06170524084990903,-0.3427113806126717,Moderate Engagement Users
U100127,1.6316571540588964,4.35459245788585,18.644204479240898,18.155918981785057,0.284831355582645,0.1224687542502365,0,49.54775165545377,18,Male,iOS,Premium,2,-2.4423097753831455,0.16074043887137035,Occasional Users
